filename,page,text,page_count,url
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,33,"""America has lost a worthy son,
the world a hopeful leader;

The essassination of the Senator
is both tragic and appalling.""

Our sympathies are with his family
and country.

- David
Singapore
June 1968

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,34,"Yee United State Crmbarsader |
Ma. anes Bollvordl ,

11, Awe ttenbawn Road

Hinge one

| eum Vitus Bad fy dear

° Aunater Kennedy’ s deall and Avot tour te

WATE bo Yow , Jlu ul. § ornrbarwader here | Asn ¢arrec

Fo dewk knew whe tle te Whar my grief tecdhe
| ed worked — te Aqu the condeleres beck bi
Could wot Ae oble be Lak Awmterhan. Read.
~ oly lhe bevk woas oh the yi Atneet Fabaran
Mr. Gurborsader , if yor bhoutd pee Mig. S bhetl
Kennedy “please Let ter tay that as Ihe wed
mown fhe Less of o fine leader Hee co at
deat ome Atte achorlaint sre Brveg ap ene she
aAuires Aer base and ohares Ile Greet

ol We U.S ndliow aud porelety He Kennedy
font . Pleat ork dim not to be ge Bad .

Yrowk Yow .

Ljowrs Grate fully )

Rogey - ADMIRER |

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,35,,50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,36,"Letters requesti""g copies of the

condole""ce book

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,37,"Mr. Leong Chiew Lun

c/o Senama Estate :
Bahan, Negri Sembilan
Malaysia

' Dear Mr. Leong:

I write in reply to your inquiry concerning the condolence book for
Senator Robert F. Kemedy. I am sorry ta say that the condolence
beok is not a book about Senator Kennedy but rather a. book which may
be signed by anyone who wishes to pay his respects in this way. This
beok will eventually be sent to Washington where it will join the
many other expressions of sympathy from all around. the world,

You will understand that it is not possible to give away copies of
this book, but Ambassador Galbraith has asked me to express. to you
his sincere thanks for your interest and. sympathy at thie time of

‘Third Secretary of mnbassy

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,38,"Te WEN Etyarnabor
a Aeneid Road
SD wmh be ewer
a tia dolance Shot

ub

a rn

t N\

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,39,"Mr, Thomas Chng
267=-, Block 63
Pesiaran Keliling
Singapore 13.

Dear Mr. Chng:

I write ‘in reply to your inquiry. concerning the condolence book

for Senator Robert F. Kefinedy. I am sorry to say that the condolence
_ book is not a book about Senator Kennedy but. rather a book which may

be signed by anyone who wishes to pay his respects in this way.

This book will eventually be sent to Washington where it will join

the many other expressions of sympathy from all around the world.

You will understand that it. is not possible to give away copies of
this book, but Ambassador Galbraith has asked me to express to you
his sincere thanks for your interest and. sympathy at this time of

sorrow for us all.

Sincerely,

Richard W. Baker.
Third Secretary of Embassy

CON:RWBaker :mt

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,40,"THOMAS CHANG
2O1-G, Brock 63

SINGAPORE \3.
acbcrae
soln had,
Angas

¢ souah uc ry) aed to S NC {he Cot slonce book
4 i Robert pail | ny

ee Ae rp ele fag yu il al ii
~ ley 9 OU Ll i cert hen Me As spol ag io C.
ah You

‘us aha

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,41,"15-C Jalan Aman
Singapore 12

Dear Mr. Nes

I write in reply to your inquiry concerning the condolence book for
Senator Robert F. Kennedy. I am “serry to say that the condolence
book is not a book about Senator Kennedy but rather a book which
way be signed by anyone who wishes to pay his respects in. this way..
This book will eventually be sent to Washingten where it will join
the many other expressions of sympathy from all around the world,

You will understand that it is not possible tc give away copies of
this book, tut Ambassador Galbraith has asked me to express to you
his sincere thanks for your interest and sympathy at this time of
sorrow for us all, .

Third Secretary of Enbassy

CON:RWBaker z:mt

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,42,"pldp fy

ly-< 2 Solan fran,

}
/) por (Kz.

an hy wis | rz Ve véqny fhe
Md piper UW jo pli J i y HY ia d
bk by ah van ) a ze, ee i,
* YY phekd i f Jae tin. fume, bos! Av ‘7 Aranty
oA ee SD ta Ge aya, Seah a ~ puih

Aaytl

Han w

ws Lh) f ae, a cs Yt iM, Aor “ f fei

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,43,,50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,44,"Meo
ye

w v

5
LuKcat.y LERAYIM ,

Pocice! STATION

Va, D8 BANIING |
SELANGOR |
Ww. MALAYSIA
DEAR. AMBAsSADOR.
NUR. FRANCIS GALBRATH,
EME AESY RESIDENCE, 7 Swe ien HAM RKO.

SINGAPORE,

DEAR JiR. .
ra AM ve 7 SOR. PASE
LE ¥8y PONT WNO Fo ISENO Me A
FeEE CowoeLence 800K 480U7 SEVATOR.

ReCECRS KONNE or.

HONK, J

You

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,45,"Tye scayyer
UNC LASS TP TED
sn
> HANDLING INGICATOR

Lepartment of State, Washington D.c.

Amembassy BRUSSELS (2)

suBsect: ""Expressions of Condolence on the Deatn o7 senator Robert i.
Kennedy

' REF

Within the first few days following the assassination of oonator ©

FP. Kennedy this Consulate General received formal writhies exmresy: aps
sympathy from 73 residents of the antwern area. This grouse ineluced
of the top officials in the area DINS seventeen members of the Co.
Corps of Antwerp. See attached list. mach of these expressions of an
pathy was responded to oy an individually typed letter, signed by the
Consul General.

Inasmuch as most of the writers who seri the CONS Lake Gon
telegrams of condolence expressed the hope tuat their Symratay
transmitted to Senator Kennedy's family, it is requested tr

ment ist the Kenneay family know of the many eepressions of syrparis,
ceived by this Consulate at the time of the Senator's death.

nn,

Petit. me
eh Wl Thomas
American Consul Genera

Fnuclosure:

a. Liev

+ FORM.
i g-eg DS-523
Drafted by: "" | Contents and CTasaihicac sa Approved by:
ye .

i
Clearances: 1 ™_

ere cer ney tne

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,46,"UNC LASS “FISD

“OT a EE

Page i

List cf Residents in the Antwern Area Who sent

“xpressions of Sympathy on the Deatn of Senatar

Robert F. Xerinedy . eet en ee

Officials:
Generai E. Van Ferdenbrugghe
Commanding the 2nd Military District

Belpielei 117, Antwerp

Mr. Andries Kinsbergen
Governor of the Province of Antwerp

Koningin Elisabethlaan 26, Antwero

Mr. Robert. Picavet,
Previneisle Griffier
Koningin Elisabethiaan 26, Antwero

Mr. Teo Delwaide
Alicerman of the Port of Antwerp

Stadhuis, Antwerp
Mr. René de Vocht

Member of the Antwerp Provincial Governmert

140 Mechelsesteenweg, Antwerp

Tne President and Board of Governors
of the American Releian Association

1? Venusstraat, Antwerp

Mp. Pani Bafour
President, French Chamber of Commerce

i52 Yan Schoonbekestraat, Antwerp

Mr. #dnond Vincentelli
Presudent, Rotary Club of Antwero
i7%~-179 Lange Lozanastraat, antwerp

The Commander and Officers of the
Antwerp Military Hospital
Marialei 53/5, Antwerp

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,47,"nee cern oe ne ee

UNCLASSIFIED

Consuiar Coros cf Antyers:
a Ts OT ADE r

Count Ruggero Gaetani
Dean of the Consular Corps of Antwerp
Consul Generali of Italy
51 Frankri jklei, Antwerp

Mr. Antoine Herboosch
Secretary of the Consular Corps of Antwerp
Consui General of Monaco
26 Var: Ryswycklaan, Antwerp

Chile Consul J. van Doosselaere
25 Van Bréestraat, Antwerp
Costa Rica Consul General René De Haes
31 Graaf van Egmontstraat, Antwerp
Denmark Consul General Erik F. Fischer
Stcopstraas 1, Antwerp
France Consul General Pierre Barbusse
2 Sosmansiei, Antwerp
Germany Consui General Karl Born
38 Huidevettersstraat, Antwerp
Great Britain Acting Consui General ©.W. Wise
105 Frankrijklei, Antwerp
Consul A. Antonelios
70 Mechelsesteenveg, Antwerp
Consul Georges Heriurth
i7 Cassiersstraat, Antwerp
Luxembourg Ga Duchy Consul Laurent Noesen
31 Rigastraai, Antwerp
Netherlands consul General J. Ceulen
4 Van Meterenkaai, Antwero
Paraguay Consul General M. Pagano
245 Mecheleosteenweg, Antwerp
Porvugar consu. Genera. uv. ce Campos Alves
a4 Yan Zyckiei, Antwerp
Turkey Consul Generai Orhan Gtiney
i6 Sorberiaaa, antwerp
Consul J. Pacheco
2 Jezusstraat, Antwerp
Venezueia Consul General J.Domingo notondaro
iil Frankrijklei, Antwerp

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,48,"Residents Antwerp Area:

Mr. L. Antonissen
Jan van Heelulaan 32, Antwerp L.O.

Mr.and Mrs. Riumberg
58 frankrijklel, Antwerp

Major Cenerai (Ret.) Juiien Bouhon
4 Mechelsesteeaweg, Antwerp

Mr. Andy Bulitinck
Van. Maerlantstraat, Antwerp

Mr. A. Crab
66 Langestraat, Brasschaat-Antwerp

Mile Gnislaine de Meester de Betzenbroeck
30 Jan Van Ryswycklaan, Antwerp

Mr. Fr. De Visser-Nuyttens
22 Perenstraat, Antwerp

aul de Weerdt
oe

D
86 Frankrijklei, Antwerp

Dr. Pr. Duquenne
g2 Polelostrast, Antwerp

Mrs. Gnarpenvier
BC Kasteeipleinsvraat, antwerr

Mr. PLN. rerstenberg
ii Acaclialaan, Antwerp

Mr. and Mrs. Willian E. Feus
14° Mechelsesteenweg, twerp

ers. Marruerite Fux
Gq Frankrijklei, Antwerp

Mr. Paul Goossens
Manager,Soc.Gén. de Banque
Franxrijklei, Antwerp

hertucsa & Co 3.4.

~ an oa a eee
wa USoSherssuraav, ANUWESS

PIAL fe erage,
Gai dato dit

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,49,"UNCLASSIF T&D

cine?
BHeLOSure &
De :

Page &

Mrs. M. Tzazienno
95 Boomgaardstraat, Antwerp

and Mrs. Arthur Joos
65 St. Lievenspoortstraat, Gent

W. Kappel
A5 Belgielei, Aniwerp

Jean=Pierre G. Krug
13 rue H. Marck, Berchem-Antwerp

Mrs. Yvonne Lenaerts~Catcor
i Rubensiei, Antwerp

Mr. &.d. Lhonneux
Ceneral Manager, N.V. Polysar Beigium
Antwerp

Dr. Faul Leciler
34 Verwersrul, Antwerp

Mrs. J. Loriers«Van Gorp

9 Apostelstraat, Antwerp
Mrs. Grace loucke

46 Stationstraat, Eernegem

Mrs. G. Luycekx-Comii
7 Van Bréestraat, Antwero

ta

ao rourneaustraat, Eercocm-Antwerr

6 Vijverstein, Ronneiden

Ts3raeL Wel
Ley Provinclestraat, Antwecp
Mrs. Germaine Patroons
18 Moorkensplein, Sorgerhout~Antwerp

Mr. and Mrs. A. Polak
3. Prins Albertliel, Ue rcheiteadiwers

ever
°° io % ae ey
noflaai, dodohen-ancwero

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,50,"UNCLASSIFIED

Att we re
Poporire 2

Mn

Me, demes ©. Tompkins
Liykes Lines Agency Inc.
jiverniswekaas 1, Antwerp

Dr. F. Yan Sekhout
5 Amerikalei, Antwern

“Wen nysen
Sigen Heerdstraat, Merksem=Antwerp

af

vd Mrs. Teo Var Koester
eoonplein 36. Merksom=Antwerp

: de hoort
39 Nametraat, Antwers

Mr. and Mre. A. Van de Velde
De Berlaimontstraat, Geurne N. Antwerp

Mr. ond Mrs. Guy Yan de Velde
Koningin E iisabethlaan 1A, Antwerp

Miss A. Van den Bergh
31 Mechelsesteenweg, Antwerp

Mrs. Claire van dar Wicken
""

3 TsabeiLlalei, Antwers

Mes. lateard Cavens
58 Wittestraat, Antwern

voy aeaey 7
eB eryoor.

oy one

(Oe

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_5_of_5.pdf,1,".... ~ ~ 1o\l . l . i .. ' . i .. . . C , 0~ ,s,..,_ lb l t V_s;:?-'f A , Iy E / J f'., ,,f I ) / JE , fT I :
""'
t ~ JELEG~
~
'ffl.,7.=,(.{/2/!lf!il' Department of State
"" ""
~
4'.l'BS 0~ l>'
~
UNCLASSyFIED 087
~
~
I
N ~
PAGE 01 MANILA 12376 0212062 ..
~~\' -
(
r;---...
40 (
- ~
ACTION EA 15
'-..
INFO H 02,P 04,USIA 12,INR 07,CIAE 00,NSA 02,RSR 011/043 W ~
f
~
R 0209572 JUL 68
'-J
FM AMEMBASSY MANILA
~
TO SECSTATE WASHDC 2986
UNCLAS MANILA 12376
FOR PRICE EAiPHL FROM AMBASSADOR W!LLIAMS
1 o PLE A§,E I Nf 0~ M MRS G ETHEL KENNE DY Ti-I AT TH BE E ' PR I NC_I PV\ I. MASS
AT THE CEBU CITY CATHEDRAL ON JULY 4 wII..L OFF'EREDr FOR THE
REPOSE OF THE SOUL OF SENATOR ROBERT KENNEDY•
2o BJSHOP ROSAbE§f BISHO~ OF CEBU, MADE~ S~ECIAL ~ocrN!.
OF TELLING ME THAT THEMASS WOULD BE SO JEDlCATED WHEN I SAW
H!M ON JUNE 29 IN CEBUo WILLIAMS
uNCLASSJFIED",2,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_5_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_5_of_5.pdf,2,"/JO~
6 1/.S/
/I Roa;:n
/r£;.>1 yi,~J. T ,,c .
FOR RM USE ONLY
EUA FE A-696
UNCLASSIFH:Il
NEA cu INA NO. HANOLING INOICATOR
7 ,_
TO : DEPARTMENT OF STATE, wash DC
E p 10
, !111
--1....i....
L FBO AIO
AC.R COM FRB· FROM Amembassy, TEHRAN DATE: Jul_y 2, 1968
INT LAB TAR
SUBJECT: Assassination of Senator Robert F. Kennedy
TR XMB AIR REF Embassy's A-678 dated June 24, 1968 - UiilUliM9
AAMY CIA NAVY
r
7
~()
oso USIA NSA
1~
3
As promised in the referenced airgram, the Mlbassy transmits the
lJsc-i-
book of condolences which was open for signature following the assassina
;/,
tion of Senator Robert F. Kennedy. The book contains the signatures of
Prime Minister Hoveyda and five other Cabinet Ministers, most of the senior
officials of the Ministry of Forei{?Tl Affairs, virtually all the foreign
Ambassadors and Charges resident in Tehran, persons from all walks of
Iranian life, and persons from the American official, business, and tran
sient tourist communities. Informal translations have been made of inscrip
tions written in the Persian language.
The Embassy also forwards the letters of sympathy addressed to the
Ambassador, along with the acknowledgements of the Charge d'Affaires. It
was thought that the Department might wish to forward the book and the
C\l letters to the Kennedy family.
C\J
I-!)
w...
l!)
L
UNCLASSIFI.tID
FORM
4_412 DS-323 00u1
Urafted by: l Content■ and Llaaa111cauon J\.pproveel t,y:
PROTO: TWChilds~ AMB: AHMf~VP.r
Clearances:",2,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_5_of_5.pdf
ps_jordan_1_1_67_sirhan_sirhan_biashara_jordan-us_ps_7-1_1_1_67-part_1_of_2.pdf,1,"616419 - O 1961 > OdD
*su01y8}00

Jo duvjs a2g0 WIM yoxouf aovjop Jo joxoel sry
Wooly sioded asoular 10 OZuv1Usip jou Op ssva[g

Tol

fa
<
w
75)
ro
fea
Pat
<
ra
4
n
an
z
=<
a
H
ep)

1/1/67

[

CASE NUMBER

ALVG

LOAarans

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/ps_jordan_1_1_67_sirhan_sirhan_biashara_jordan-us_ps_7-1_1_1_67-part_1_of_2.pdf
ps_jordan_1_1_67_sirhan_sirhan_biashara_jordan-us_ps_7-1_1_1_67-part_1_of_2.pdf,2,"DEPARTMENT OF STATE
fs 7-/ JORDIN UY
S/RAAN, §/RHAV

LA
BISHANG DESIGNATION

EUR FE NEA cu

INR P 10 HANDLING INDICATOR
4 rv | 64
TO :
L FBO

AID * Department of State

Agee INFO: AMMAN JERUSALEM TEL AVIV USUN .
wh \
Fo ff

wL AA
OA

UNCLASSIFIED

: Amembassy BEIRUT DATE: June 9, 1969 V

LAB TAR

SUBJECT : Sirhan Bishara Sirhan and the Palestine Cause

AIR ARMY | NAVY osD.

USA, NSA CIA Y :
/0\ 3 oe 7 Transmitted herewith is the text of a leaflet, which |
Nee lms | | the Embassy received through the mail, concerning
the trial of Sirhan Bishara Sirhan. It was signed
SUGGESTED DISTRIBUTION by the ""Palestine Women's Association"",

The thesis of the tract is that Sirhan Bishara Sirhan's
action should be looked upon as a political action
directly linked to the struggle of the displaced
Palestinian people to regain their homeland. The
writer hopes Sirhan's action will not prejudice the
reaching of an understanding between the American

POST ROUTIN and Palestinian peoples,

| |

PORTER

Enclosure:
Leaflet from Palestine Women's Associatio

Action Taken:

UNCLASSIFIED

Dratted by: \4, Drafting Date: P ontents and assitication A pproved By:
BOL’ sTUcAMArew: cak pL pot:crvones
P 7

Clearances:

* U. S. GOVERNMENT PRINTING OFFICE : 1966 O - 202-219 (258)

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/ps_jordan_1_1_67_sirhan_sirhan_biashara_jordan-us_ps_7-1_1_1_67-part_1_of_2.pdf
ps_jordan_1_1_67_sirhan_sirhan_biashara_jordan-us_ps_7-1_1_1_67-part_1_of_2.pdf,3,"x

Friend,

In addressing your conscience We shall pot resort to exuygeration, We shall only place before vou
essential facts relating to the case of a voung man Who is being tried in vour country, Amcrica, namely
Sivhan Bishara Sirhan.

ot

We are confident, while this case is being discussed by the American court, that law will prevail in
the end. We agree that crime cannot solve the problems of the individual or of the community.

But the young man in question was deliberately uprooted from his homeland to face an unknown
destiny which finally led him to your country while still a child. However, he was not a happy child as
his memory was filled with the atrocious massacres committed by alien people in his country and against
his people. You certainly agree with us that the case of a young man with such painful reminiscences of
an unhappy childhood, should be treated within the framework of his people's cause.

We are aware that you must have known a lot about the cause of Palestine, the homeland of this
young man. But we regret that, most probably, what you have known is widely different from the truth.

We also realise that the charge levelled at this map has created a delicate situation as regards
U.S. relations with the Palestine problem raising many questions about the consequences of this incident
to American and world public opinion.

The defendant, Sirhan Bishara Sirhan was born in Palestine and his family was a victim of the
Israeli usurpatior of this Arab country as a result of wach it immigrated to America. The incident was
committed one year after the aggression of June 5th., 1967. This timing underlines the importance of
political considerations which cannot be easily overlooked.

This young man standing before the court, moves the cunscience of the world with his bitter ques-
tion «where is my homeland ? Where is my people ? And where is my house ?» The answer is. «J no
louger have a country or a place which I can call mine. I am sick of living in a foreign country. ] want
a place whose inhabitants speak my language and ent the fuod T like... T want my city, Jerusalem, mv
land Palestine and my job there. »

These words echo the feelings of many other emigrants who ask the same question. All that they
want from you and your people is, understanding. Nothing can be more painful for a valiant people strug-
gling for their rights than to find these rights wasted through deceit and facts distorted and mtsre-
presented.

Robert F. Kennedy and Sirhan Bishara Sirhan are both victims of intertwined factors. We hope,
friend, that you would realise this fact and draw the attention of your great people to it.

With best wishes for friendly ties and understanding between our two peoples.

Yours Sincerely.

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/ps_jordan_1_1_67_sirhan_sirhan_biashara_jordan-us_ps_7-1_1_1_67-part_1_of_2.pdf
ps_jordan_1_1_67_sirhan_sirhan_biashara_jordan-us_ps_7-1_1_1_67-part_1_of_2.pdf,4,"DEPT, DISTRIBUTION os
ORIGIN/AC TION DEPARTMENT OF STATE

ve} aN WR Gk EA iN Le ed
SILMAN, S/RHAW

UNCLASSIFIED

Department of State
AMMAN JERUSALEM TEL AVIV USUN

: Amembassy BEIRUT DATE: June 9, 1969

Sirhan Bishara Sirhan and the Palestine Cause

AIR

USA, NSA

CIA
10 3 7 | r Transmitted herewith is the text of a leaflet, which |
NSE ar the Embassy received through the mail, concerning
the trial of Sirhan Bishara Sirhan. It was signed
""SUGGESTED DISTRIBUTION by the ""Palestine Women's Association"".

The thesis of the tract is that Sirhan Bishara Sirhan's
action should be looked upon as a political action
directly linked to the struggle of the displaced
Palestinian people to regain their homeland. The
writer hopes Sirhan's action will not prejudice the
reaching of an understanding between the American

POST RO and Palestinian peoples.

TO: [Action | info. [initiots|

PORTER

Enclosure:
Leaflet from Palestine Women's Associatio

Action Taken:

UNCLASSIFIED

Date: 0
FORM
Initials: 10-6405 -323

Oratted Dratting Date: itt

Clearances:

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/ps_jordan_1_1_67_sirhan_sirhan_biashara_jordan-us_ps_7-1_1_1_67-part_1_of_2.pdf
ps_jordan_1_1_67_sirhan_sirhan_biashara_jordan-us_ps_7-1_1_1_67-part_1_of_2.pdf,5,"PS “LI JOR DAWUS/5ieMAN. SIRHAN
‘ — BisHaep

Department of State TELEGRAM

LIMITED OFFICIAL USE =>
PAGE @1 AMMAN 82466 2896232 :

18

ACTION NEA 15 ¢

a

INFO OCT B1sCIAE SBsD0DE O8,INR B7»NSAE BOsP O4sRSC o(sRsR pi, 02s W

Fanner Fw om ore BA ghee enn HH 10313 : wy,

R 271205Z MAY 69 Qo. Qs
FM AMEMBASSY AMMAN C
TO USTIA WASHDC ee
INFO SECSTATE WASHDC 7985 ee
ow

LIMITED OFFICIAL USE AMMAN 2466

USIAC

USIA FOR USINFOs IOPs DEPT FOR NEA

SUBJECT! CONTINUING PRESS SUPPORT FOR SIRHAN
REF 2 AMMAN 2449 _—

le LOCAL PRESS CONTINUING GIVE ATTENTION TO SIRHANe
IN AN EDITORIAL: OF MAY 252 AD*DUSTOUR CALLS ON ARAB
RESISTANCE MOVEMENT CONTACT VIET CONG AND REQUEST THEM
TO: OFFER TO EXCHANGE! AMERICAN. PRISONERS OF WAR IF LIFE
OF SIRHAN NME TAKENe DUSTOUR FEELS VIET CONG WOULD
QUOTE EARNESTLY VIEW THE MATTERs CONSIDERING UNITY OF
PURPOSE AMONG RESISTING PEOPLES EVERYWHERE »2¢. UNQUOTE
DUSTOUR ALSO FEELS: THAT IF VIET CONG MAKE SUCH OFFER»
FAMILIES OF AMERICAN POW'S WILL BRING PRESSURE ON
WASHINGTON AND SIRHAN WOULD ESCAPE GAS CHAMBER.

@e DUSTOUR RETURNED TO THE ATTACK IN ISSUE OF MAY 26

WHEN IT CHARGED’ THAT QUOTE SIRHAN KILLED KENNEDY BECAUSE
KENNEDY WANTED GIVE ENEMY MORE ARMS TO KILL’ SITRHAN'S
PEOPLEs THE KILLING WAS THEREFORE IN DEFENSE OF: THE

PEOPLE WHOM THE UNITED STATES INSISTS ON ASSASSINATINGI eee
SIRHAN WILL BE MENTIONED IN HISTORY ONE DAY AS: ONE OF:

THOSE WHO HAVING DONE THEIR DUTY FACE: DEATH WITH SMILE

OF SATISFACTION THAT THEY GAVE THEIR: LIFE FOR THEIR

PEOPLE UNQUOTE.

LIMITED OFFICIAL USE

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/ps_jordan_1_1_67_sirhan_sirhan_biashara_jordan-us_ps_7-1_1_1_67-part_1_of_2.pdf
ps_jordan_1_1_67_sirhan_sirhan_biashara_jordan-us_ps_7-1_1_1_67-part_1_of_2.pdf,6,"Department of State TELEGRAM

LIMITED: OFFICIAL USE

PAGE @2 AMMAN 92466 2896232

COMMENT! IF LOCAL PRESS CONTINUES PRESENT UNSAVORY

CAMPAIGNs GOOD POSSIBILITY IT WILL: SUCCEED IN CONVINCING

MANY JORDANIANS: THAT CONVICTED KILLER SIRHAN IS IN FACT

HERO» THIS COULD HAVE NASTY CONSEQUENCES LOCALLY IF DEATH SENTENCE
FINALLY CARRIED: OUT»

STRATMON

LIMITED OFFICIAL USE

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/ps_jordan_1_1_67_sirhan_sirhan_biashara_jordan-us_ps_7-1_1_1_67-part_1_of_2.pdf
